,Community,Long,Lat,ProjectionScenario,TotalChangeValue,TotalChangeVolume,Poverty,Labor.Force,Housing.Characteristics,Population.Composition,Personal.Disruption,Housing.Disruption,Retiree.Migration,Urban.Sprawl,Commercial.Engagement,Commercial.Reliance,Recreational.Engagement,Recreational.Reliance,Sea.Level.Rise.Risk,Storm.Surge.Risk
497,FREEPORT_ME,-70.10312,43.85701,Future_2055_rcp85_mean_percdiff.combo.b,-14.60226867,-22.45437583,0.3278,-0.0952,0.84925,-0.679,-0.3874,0.1182,-0.268,-0.2792,0.107,0.073,NA,NA,-0.288,-0.661
498,FREEPORT_ME,-70.10312,43.85701,Future_2055_rcp85_warm_percdiff.combo.b,-25.9620169,-39.92384383,0.3278,-0.0952,0.84925,-0.679,-0.3874,0.1182,-0.268,-0.2792,0.107,0.073,NA,NA,-0.288,-0.661
499,FREEPORT_ME,-70.10312,43.85701,Future_2100_rcp45_cold_percdiff.combo.b,-2.31542559,-3.560030281,0.3278,-0.0952,0.84925,-0.679,-0.3874,0.1182,-0.268,-0.2792,0.107,0.073,NA,NA,-0.288,-0.661
500,FREEPORT_ME,-70.10312,43.85701,Future_2100_rcp45_mean_percdiff.combo.b,-12.74766413,-19.60297407,0.3278,-0.0952,0.84925,-0.679,-0.3874,0.1182,-0.268,-0.2792,0.107,0.073,NA,NA,-0.288,-0.661
501,FREEPORT_ME,-70.10312,43.85701,Future_2100_rcp45_warm_percdiff.combo.b,-22.02086051,-33.86250822,0.3278,-0.0952,0.84925,-0.679,-0.3874,0.1182,-0.268,-0.2792,0.107,0.073,NA,NA,-0.288,-0.661
502,FREEPORT_ME,-70.10312,43.85701,Future_2100_rcp85_cold_percdiff.combo.b,-14.37051505,-22.09823941,0.3278,-0.0952,0.84925,-0.679,-0.3874,0.1182,-0.268,-0.2792,0.107,0.073,NA,NA,-0.288,-0.661
503,FREEPORT_ME,-70.10312,43.85701,Future_2100_rcp85_mean_percdiff.combo.b,-29.20779513,-44.91845676,0.3278,-0.0952,0.84925,-0.679,-0.3874,0.1182,-0.268,-0.2792,0.107,0.073,NA,NA,-0.288,-0.661
504,FREEPORT_ME,-70.10312,43.85701,Future_2100_rcp85_warm_percdiff.combo.b,-36.16288975,-55.62666782,0.3278,-0.0952,0.84925,-0.679,-0.3874,0.1182,-0.268,-0.2792,0.107,0.073,NA,NA,-0.288,-0.661
505,FREEPORT_NY,-73.58499,40.65241,Future_2055_rcp45_cold_percdiff.combo.b,5.538083246,1.970437785,0.1838,-0.4432,-0.77,1.6326,0.395,0.618,-0.2358,1.285,0.7475,-0.10575,NA,NA,0.763,0.382
506,FREEPORT_NY,-73.58499,40.65241,Future_2055_rcp45_mean_percdiff.combo.b,2.402641538,4.01221502,0.1838,-0.4432,-0.77,1.6326,0.395,0.618,-0.2358,1.285,0.7475,-0.10575,NA,NA,0.763,0.382
507,FREEPORT_NY,-73.58499,40.65241,Future_2055_rcp45_warm_percdiff.combo.b,-2.566008513,8.132984293,0.1838,-0.4432,-0.77,1.6326,0.395,0.618,-0.2358,1.285,0.7475,-0.10575,NA,NA,0.763,0.382
508,FREEPORT_NY,-73.58499,40.65241,Future_2055_rcp85_cold_percdiff.combo.b,-6.025979947,-6.278266956,0.1838,-0.4432,-0.77,1.6326,0.395,0.618,-0.2358,1.285,0.7475,-0.10575,NA,NA,0.763,0.382
509,FREEPORT_NY,-73.58499,40.65241,Future_2055_rcp85_mean_percdiff.combo.b,-2.236187448,0.908946339,0.1838,-0.4432,-0.77,1.6326,0.395,0.618,-0.2358,1.285,0.7475,-0.10575,NA,NA,0.763,0.382
510,FREEPORT_NY,-73.58499,40.65241,Future_2055_rcp85_warm_percdiff.combo.b,-5.371008264,11.5476126,0.1838,-0.4432,-0.77,1.6326,0.395,0.618,-0.2358,1.285,0.7475,-0.10575,NA,NA,0.763,0.382
511,FREEPORT_NY,-73.58499,40.65241,Future_2100_rcp45_cold_percdiff.combo.b,-4.655370639,-3.768314317,0.1838,-0.4432,-0.77,1.6326,0.395,0.618,-0.2358,1.285,0.7475,-0.10575,NA,NA,0.763,0.382
512,FREEPORT_NY,-73.58499,40.65241,Future_2100_rcp45_mean_percdiff.combo.b,-2.256580781,0.553667737,0.1838,-0.4432,-0.77,1.6326,0.395,0.618,-0.2358,1.285,0.7475,-0.10575,NA,NA,0.763,0.382
513,FREEPORT_NY,-73.58499,40.65241,Future_2100_rcp45_warm_percdiff.combo.b,-5.481656894,10.02159377,0.1838,-0.4432,-0.77,1.6326,0.395,0.618,-0.2358,1.285,0.7475,-0.10575,NA,NA,0.763,0.382
514,FREEPORT_NY,-73.58499,40.65241,Future_2100_rcp85_cold_percdiff.combo.b,-1.34843823,-0.695093606,0.1838,-0.4432,-0.77,1.6326,0.395,0.618,-0.2358,1.285,0.7475,-0.10575,NA,NA,0.763,0.382
515,FREEPORT_NY,-73.58499,40.65241,Future_2100_rcp85_mean_percdiff.combo.b,-7.904058981,10.6630629,0.1838,-0.4432,-0.77,1.6326,0.395,0.618,-0.2358,1.285,0.7475,-0.10575,NA,NA,0.763,0.382
516,FREEPORT_NY,-73.58499,40.65241,Future_2100_rcp85_warm_percdiff.combo.b,-17.29363011,22.90682531,0.1838,-0.4432,-0.77,1.6326,0.395,0.618,-0.2358,1.285,0.7475,-0.10575,NA,NA,0.763,0.382
517,FRIENDSHIP_ME,-69.33412,43.9838,Future_2055_rcp45_cold_percdiff.combo.b,-5.462538819,-3.738276197,-0.4682,0.5966,0.4844,-0.8942,-0.2148,-0.4092,1.129,-1.1192,1.10775,1.01625,NA,NA,-0.169,-0.443
518,FRIENDSHIP_ME,-69.33412,43.9838,Future_2055_rcp45_mean_percdiff.combo.b,-18.15230646,-15.69412241,-0.4682,0.5966,0.4844,-0.8942,-0.2148,-0.4092,1.129,-1.1192,1.10775,1.01625,NA,NA,-0.169,-0.443
519,FRIENDSHIP_ME,-69.33412,43.9838,Future_2055_rcp45_warm_percdiff.combo.b,-43.17327431,-38.58507081,-0.4682,0.5966,0.4844,-0.8942,-0.2148,-0.4092,1.129,-1.1192,1.10775,1.01625,NA,NA,-0.169,-0.443
520,FRIENDSHIP_ME,-69.33412,43.9838,Future_2055_rcp85_cold_percdiff.combo.b,-8.423992723,-7.847959921,-0.4682,0.5966,0.4844,-0.8942,-0.2148,-0.4092,1.129,-1.1192,1.10775,1.01625,NA,NA,-0.169,-0.443
521,FRIENDSHIP_ME,-69.33412,43.9838,Future_2055_rcp85_mean_percdiff.combo.b,-29.63266047,-26.69416983,-0.4682,0.5966,0.4844,-0.8942,-0.2148,-0.4092,1.129,-1.1192,1.10775,1.01625,NA,NA,-0.169,-0.443
522,FRIENDSHIP_ME,-69.33412,43.9838,Future_2055_rcp85_warm_percdiff.combo.b,-55.82215053,-49.05552527,-0.4682,0.5966,0.4844,-0.8942,-0.2148,-0.4092,1.129,-1.1192,1.10775,1.01625,NA,NA,-0.169,-0.443
523,FRIENDSHIP_ME,-69.33412,43.9838,Future_2100_rcp45_cold_percdiff.combo.b,-6.580353956,-5.084927166,-0.4682,0.5966,0.4844,-0.8942,-0.2148,-0.4092,1.129,-1.1192,1.10775,1.01625,NA,NA,-0.169,-0.443
524,FRIENDSHIP_ME,-69.33412,43.9838,Future_2100_rcp45_mean_percdiff.combo.b,-24.41068969,-21.92473422,-0.4682,0.5966,0.4844,-0.8942,-0.2148,-0.4092,1.129,-1.1192,1.10775,1.01625,NA,NA,-0.169,-0.443
525,FRIENDSHIP_ME,-69.33412,43.9838,Future_2100_rcp45_warm_percdiff.combo.b,-48.70710972,-43.11272821,-0.4682,0.5966,0.4844,-0.8942,-0.2148,-0.4092,1.129,-1.1192,1.10775,1.01625,NA,NA,-0.169,-0.443
526,FRIENDSHIP_ME,-69.33412,43.9838,Future_2100_rcp85_cold_percdiff.combo.b,-33.69644203,-30.65728068,-0.4682,0.5966,0.4844,-0.8942,-0.2148,-0.4092,1.129,-1.1192,1.10775,1.01625,NA,NA,-0.169,-0.443
527,FRIENDSHIP_ME,-69.33412,43.9838,Future_2100_rcp85_mean_percdiff.combo.b,-67.47993763,-58.98935113,-0.4682,0.5966,0.4844,-0.8942,-0.2148,-0.4092,1.129,-1.1192,1.10775,1.01625,NA,NA,-0.169,-0.443
528,FRIENDSHIP_ME,-69.33412,43.9838,Future_2100_rcp85_warm_percdiff.combo.b,-81.72988949,-70.90222583,-0.4682,0.5966,0.4844,-0.8942,-0.2148,-0.4092,1.129,-1.1192,1.10775,1.01625,NA,NA,-0.169,-0.443
529,GEORGETOWN_ME,-69.75236,43.80212,Future_2055_rcp45_cold_percdiff.combo.b,-2.781427979,-2.798846827,-0.3232,0.6338,0.2626,-0.9694,-0.5914,0.5362,1.1296,-0.5814,0.124,0.147,NA,NA,-0.167,-0.366
530,GEORGETOWN_ME,-69.75236,43.80212,Future_2055_rcp45_mean_percdiff.combo.b,-14.24976733,-14.47382616,-0.3232,0.6338,0.2626,-0.9694,-0.5914,0.5362,1.1296,-0.5814,0.124,0.147,NA,NA,-0.167,-0.366
531,GEORGETOWN_ME,-69.75236,43.80212,Future_2055_rcp45_warm_percdiff.combo.b,-36.35708714,-36.84190992,-0.3232,0.6338,0.2626,-0.9694,-0.5914,0.5362,1.1296,-0.5814,0.124,0.147,NA,NA,-0.167,-0.366
532,GEORGETOWN_ME,-69.75236,43.80212,Future_2055_rcp85_cold_percdiff.combo.b,-7.46500387,-7.584680896,-0.3232,0.6338,0.2626,-0.9694,-0.5914,0.5362,1.1296,-0.5814,0.124,0.147,NA,NA,-0.167,-0.366
533,GEORGETOWN_ME,-69.75236,43.80212,Future_2055_rcp85_mean_percdiff.combo.b,-25.76060371,-26.1239071,-0.3232,0.6338,0.2626,-0.9694,-0.5914,0.5362,1.1296,-0.5814,0.124,0.147,NA,NA,-0.167,-0.366
534,GEORGETOWN_ME,-69.75236,43.80212,Future_2055_rcp85_warm_percdiff.combo.b,-47.05248839,-47.65703153,-0.3232,0.6338,0.2626,-0.9694,-0.5914,0.5362,1.1296,-0.5814,0.124,0.147,NA,NA,-0.167,-0.366
535,GEORGETOWN_ME,-69.75236,43.80212,Future_2100_rcp45_cold_percdiff.combo.b,-5.231743535,-5.309979679,-0.3232,0.6338,0.2626,-0.9694,-0.5914,0.5362,1.1296,-0.5814,0.124,0.147,NA,NA,-0.167,-0.366
536,GEORGETOWN_ME,-69.75236,43.80212,Future_2100_rcp45_mean_percdiff.combo.b,-21.01618419,-21.32353939,-0.3232,0.6338,0.2626,-0.9694,-0.5914,0.5362,1.1296,-0.5814,0.124,0.147,NA,NA,-0.167,-0.366
537,GEORGETOWN_ME,-69.75236,43.80212,Future_2100_rcp45_warm_percdiff.combo.b,-40.1913925,-40.71923268,-0.3232,0.6338,0.2626,-0.9694,-0.5914,0.5362,1.1296,-0.5814,0.124,0.147,NA,NA,-0.167,-0.366
538,GEORGETOWN_ME,-69.75236,43.80212,Future_2100_rcp85_cold_percdiff.combo.b,-26.16466691,-26.53205092,-0.3232,0.6338,0.2626,-0.9694,-0.5914,0.5362,1.1296,-0.5814,0.124,0.147,NA,NA,-0.167,-0.366
539,GEORGETOWN_ME,-69.75236,43.80212,Future_2100_rcp85_mean_percdiff.combo.b,-54.41836086,-55.10580167,-0.3232,0.6338,0.2626,-0.9694,-0.5914,0.5362,1.1296,-0.5814,0.124,0.147,NA,NA,-0.167,-0.366
540,GEORGETOWN_ME,-69.75236,43.80212,Future_2100_rcp85_warm_percdiff.combo.b,-67.1311415,-67.95872473,-0.3232,0.6338,0.2626,-0.9694,-0.5914,0.5362,1.1296,-0.5814,0.124,0.147,NA,NA,-0.167,-0.366
541,GLOUCESTER_MA,-70.66199,42.61593,Future_2055_rcp45_cold_percdiff.combo.b,22.92032124,30.44791824,-0.2206,-0.1392,-0.0266,-0.664,-0.0822,0.1532,-0.0062,0.499,11.84675,0.24575,NA,NA,-0.063,-0.483
542,GLOUCESTER_MA,-70.66199,42.61593,Future_2055_rcp45_mean_percdiff.combo.b,-15.04499709,-10.31770266,-0.2206,-0.1392,-0.0266,-0.664,-0.0822,0.1532,-0.0062,0.499,11.84675,0.24575,NA,NA,-0.063,-0.483
543,GLOUCESTER_MA,-70.66199,42.61593,Future_2055_rcp45_warm_percdiff.combo.b,-33.70252588,-31.88087418,-0.2206,-0.1392,-0.0266,-0.664,-0.0822,0.1532,-0.0062,0.499,11.84675,0.24575,NA,NA,-0.063,-0.483
544,GLOUCESTER_MA,-70.66199,42.61593,Future_2055_rcp85_cold_percdiff.combo.b,11.1778219,7.352831586,-0.2206,-0.1392,-0.0266,-0.664,-0.0822,0.1532,-0.0062,0.499,11.84675,0.24575,NA,NA,-0.063,-0.483
545,GLOUCESTER_MA,-70.66199,42.61593,Future_2055_rcp85_mean_percdiff.combo.b,-23.62451855,-21.98195391,-0.2206,-0.1392,-0.0266,-0.664,-0.0822,0.1532,-0.0062,0.499,11.84675,0.24575,NA,NA,-0.063,-0.483
546,GLOUCESTER_MA,-70.66199,42.61593,Future_2055_rcp85_warm_percdiff.combo.b,-39.13976394,-36.22373776,-0.2206,-0.1392,-0.0266,-0.664,-0.0822,0.1532,-0.0062,0.499,11.84675,0.24575,NA,NA,-0.063,-0.483
547,GLOUCESTER_MA,-70.66199,42.61593,Future_2100_rcp45_cold_percdiff.combo.b,13.85271704,17.45978804,-0.2206,-0.1392,-0.0266,-0.664,-0.0822,0.1532,-0.0062,0.499,11.84675,0.24575,NA,NA,-0.063,-0.483
548,GLOUCESTER_MA,-70.66199,42.61593,Future_2100_rcp45_mean_percdiff.combo.b,-21.42152424,-18.74933025,-0.2206,-0.1392,-0.0266,-0.664,-0.0822,0.1532,-0.0062,0.499,11.84675,0.24575,NA,NA,-0.063,-0.483
549,GLOUCESTER_MA,-70.66199,42.61593,Future_2100_rcp45_warm_percdiff.combo.b,-36.67357392,-34.20562758,-0.2206,-0.1392,-0.0266,-0.664,-0.0822,0.1532,-0.0062,0.499,11.84675,0.24575,NA,NA,-0.063,-0.483
550,GLOUCESTER_MA,-70.66199,42.61593,Future_2100_rcp85_cold_percdiff.combo.b,-23.0818847,-23.72803363,-0.2206,-0.1392,-0.0266,-0.664,-0.0822,0.1532,-0.0062,0.499,11.84675,0.24575,NA,NA,-0.063,-0.483
551,GLOUCESTER_MA,-70.66199,42.61593,Future_2100_rcp85_mean_percdiff.combo.b,-41.51071889,-37.81254465,-0.2206,-0.1392,-0.0266,-0.664,-0.0822,0.1532,-0.0062,0.499,11.84675,0.24575,NA,NA,-0.063,-0.483
552,GLOUCESTER_MA,-70.66199,42.61593,Future_2100_rcp85_warm_percdiff.combo.b,-54.45207139,-47.4604807,-0.2206,-0.1392,-0.0266,-0.664,-0.0822,0.1532,-0.0062,0.499,11.84675,0.24575,NA,NA,-0.063,-0.483
553,GOULDSBORO_COREA_PROSPECT_HARBOR_ME,-68.03954,44.47852,Future_2055_rcp45_cold_percdiff.combo.b,-3.286712019,1.75426753,-0.038,0.688,0.9386,-0.8486,0.1196,0.0268,0.5906,-1.9562,0.905,0.55075,NA,NA,-0.242,-0.533
554,GOULDSBORO_COREA_PROSPECT_HARBOR_ME,-68.03954,44.47852,Future_2055_rcp45_mean_percdiff.combo.b,-16.01205817,-5.31825648,-0.038,0.688,0.9386,-0.8486,0.1196,0.0268,0.5906,-1.9562,0.905,0.55075,NA,NA,-0.242,-0.533
555,GOULDSBORO_COREA_PROSPECT_HARBOR_ME,-68.03954,44.47852,Future_2055_rcp45_warm_percdiff.combo.b,-30.99670141,-28.83786459,-0.038,0.688,0.9386,-0.8486,0.1196,0.0268,0.5906,-1.9562,0.905,0.55075,NA,NA,-0.242,-0.533
556,GOULDSBORO_COREA_PROSPECT_HARBOR_ME,-68.03954,44.47852,Future_2055_rcp85_cold_percdiff.combo.b,-6.068956249,0.77738035,-0.038,0.688,0.9386,-0.8486,0.1196,0.0268,0.5906,-1.9562,0.905,0.55075,NA,NA,-0.242,-0.533
557,GOULDSBORO_COREA_PROSPECT_HARBOR_ME,-68.03954,44.47852,Future_2055_rcp85_mean_percdiff.combo.b,-21.18392104,-15.78670461,-0.038,0.688,0.9386,-0.8486,0.1196,0.0268,0.5906,-1.9562,0.905,0.55075,NA,NA,-0.242,-0.533
558,GOULDSBORO_COREA_PROSPECT_HARBOR_ME,-68.03954,44.47852,Future_2055_rcp85_warm_percdiff.combo.b,-43.49299337,-41.76286878,-0.038,0.688,0.9386,-0.8486,0.1196,0.0268,0.5906,-1.9562,0.905,0.55075,NA,NA,-0.242,-0.533
559,GOULDSBORO_COREA_PROSPECT_HARBOR_ME,-68.03954,44.47852,Future_2100_rcp45_cold_percdiff.combo.b,-3.229142428,3.631570022,-0.038,0.688,0.9386,-0.8486,0.1196,0.0268,0.5906,-1.9562,0.905,0.55075,NA,NA,-0.242,-0.533
560,GOULDSBORO_COREA_PROSPECT_HARBOR_ME,-68.03954,44.47852,Future_2100_rcp45_mean_percdiff.combo.b,-18.04592415,-11.25133164,-0.038,0.688,0.9386,-0.8486,0.1196,0.0268,0.5906,-1.9562,0.905,0.55075,NA,NA,-0.242,-0.533
561,GOULDSBORO_COREA_PROSPECT_HARBOR_ME,-68.03954,44.47852,Future_2100_rcp45_warm_percdiff.combo.b,-38.36663659,-36.69304233,-0.038,0.688,0.9386,-0.8486,0.1196,0.0268,0.5906,-1.9562,0.905,0.55075,NA,NA,-0.242,-0.533
562,GOULDSBORO_COREA_PROSPECT_HARBOR_ME,-68.03954,44.47852,Future_2100_rcp85_cold_percdiff.combo.b,-31.22661003,-30.64528803,-0.038,0.688,0.9386,-0.8486,0.1196,0.0268,0.5906,-1.9562,0.905,0.55075,NA,NA,-0.242,-0.533
563,GOULDSBORO_COREA_PROSPECT_HARBOR_ME,-68.03954,44.47852,Future_2100_rcp85_mean_percdiff.combo.b,-59.61662299,-56.21757551,-0.038,0.688,0.9386,-0.8486,0.1196,0.0268,0.5906,-1.9562,0.905,0.55075,NA,NA,-0.242,-0.533
564,GOULDSBORO_COREA_PROSPECT_HARBOR_ME,-68.03954,44.47852,Future_2100_rcp85_warm_percdiff.combo.b,-75.07860773,-68.86239784,-0.038,0.688,0.9386,-0.8486,0.1196,0.0268,0.5906,-1.9562,0.905,0.55075,NA,NA,-0.242,-0.533
565,GREENPORT_NY,-72.36676,41.10243,Future_2055_rcp45_cold_percdiff.combo.b,11.68013553,5.204990114,0.8456,0.0364,-0.3806,0.6398,0.2916,2.4582,-0.0338,1.1016,0.00425,-0.06725,NA,NA,-0.064,0.342
566,GREENPORT_NY,-72.36676,41.10243,Future_2055_rcp45_mean_percdiff.combo.b,11.11064707,1.655835655,0.8456,0.0364,-0.3806,0.6398,0.2916,2.4582,-0.0338,1.1016,0.00425,-0.06725,NA,NA,-0.064,0.342
567,GREENPORT_NY,-72.36676,41.10243,Future_2055_rcp45_warm_percdiff.combo.b,29.48442141,16.6587227,0.8456,0.0364,-0.3806,0.6398,0.2916,2.4582,-0.0338,1.1016,0.00425,-0.06725,NA,NA,-0.064,0.342
568,GREENPORT_NY,-72.36676,41.10243,Future_2055_rcp85_cold_percdiff.combo.b,-6.80634067,-8.78341814,0.8456,0.0364,-0.3806,0.6398,0.2916,2.4582,-0.0338,1.1016,0.00425,-0.06725,NA,NA,-0.064,0.342
569,GREENPORT_NY,-72.36676,41.10243,Future_2055_rcp85_mean_percdiff.combo.b,17.41525003,7.258234023,0.8456,0.0364,-0.3806,0.6398,0.2916,2.4582,-0.0338,1.1016,0.00425,-0.06725,NA,NA,-0.064,0.342
570,GREENPORT_NY,-72.36676,41.10243,Future_2055_rcp85_warm_percdiff.combo.b,34.16809864,21.07328477,0.8456,0.0364,-0.3806,0.6398,0.2916,2.4582,-0.0338,1.1016,0.00425,-0.06725,NA,NA,-0.064,0.342
571,GREENPORT_NY,-72.36676,41.10243,Future_2100_rcp45_cold_percdiff.combo.b,-3.435398997,-7.861807185,0.8456,0.0364,-0.3806,0.6398,0.2916,2.4582,-0.0338,1.1016,0.00425,-0.06725,NA,NA,-0.064,0.342
572,GREENPORT_NY,-72.36676,41.10243,Future_2100_rcp45_mean_percdiff.combo.b,15.96792538,6.726970504,0.8456,0.0364,-0.3806,0.6398,0.2916,2.4582,-0.0338,1.1016,0.00425,-0.06725,NA,NA,-0.064,0.342
573,GREENPORT_NY,-72.36676,41.10243,Future_2100_rcp45_warm_percdiff.combo.b,32.03300225,19.48028908,0.8456,0.0364,-0.3806,0.6398,0.2916,2.4582,-0.0338,1.1016,0.00425,-0.06725,NA,NA,-0.064,0.342
574,GREENPORT_NY,-72.36676,41.10243,Future_2100_rcp85_cold_percdiff.combo.b,16.40321534,3.583903957,0.8456,0.0364,-0.3806,0.6398,0.2916,2.4582,-0.0338,1.1016,0.00425,-0.06725,NA,NA,-0.064,0.342
575,GREENPORT_NY,-72.36676,41.10243,Future_2100_rcp85_mean_percdiff.combo.b,33.36654329,20.4685167,0.8456,0.0364,-0.3806,0.6398,0.2916,2.4582,-0.0338,1.1016,0.00425,-0.06725,NA,NA,-0.064,0.342
576,GREENPORT_NY,-72.36676,41.10243,Future_2100_rcp85_warm_percdiff.combo.b,29.06692584,18.63321504,0.8456,0.0364,-0.3806,0.6398,0.2916,2.4582,-0.0338,1.1016,0.00425,-0.06725,NA,NA,-0.064,0.342
577,HAMPTON (HAMPTON COMPACT)_NH,-70.83427,42.93913,Future_2055_rcp45_cold_percdiff.combo.b,8.602662699,7.84249858,-0.276,-0.3516,-0.0406,-0.8624,-0.6608,-0.1818,-0.058,0.4034,0.70825,-0.07825,NA,NA,0.105,-0.315
578,HAMPTON (HAMPTON COMPACT)_NH,-70.83427,42.93913,Future_2055_rcp45_mean_percdiff.combo.b,-12.16558471,-11.70869347,-0.276,-0.3516,-0.0406,-0.8624,-0.6608,-0.1818,-0.058,0.4034,0.70825,-0.07825,NA,NA,0.105,-0.315
579,HAMPTON (HAMPTON COMPACT)_NH,-70.83427,42.93913,Future_2055_rcp45_warm_percdiff.combo.b,-36.66244179,-34.84532881,-0.276,-0.3516,-0.0406,-0.8624,-0.6608,-0.1818,-0.058,0.4034,0.70825,-0.07825,NA,NA,0.105,-0.315
580,HAMPTON (HAMPTON COMPACT)_NH,-70.83427,42.93913,Future_2055_rcp85_cold_percdiff.combo.b,-2.613979753,-2.555285756,-0.276,-0.3516,-0.0406,-0.8624,-0.6608,-0.1818,-0.058,0.4034,0.70825,-0.07825,NA,NA,0.105,-0.315
581,HAMPTON (HAMPTON COMPACT)_NH,-70.83427,42.93913,Future_2055_rcp85_mean_percdiff.combo.b,-23.45150891,-22.34987562,-0.276,-0.3516,-0.0406,-0.8624,-0.6608,-0.1818,-0.058,0.4034,0.70825,-0.07825,NA,NA,0.105,-0.315
582,HAMPTON (HAMPTON COMPACT)_NH,-70.83427,42.93913,Future_2055_rcp85_warm_percdiff.combo.b,-46.4103326,-43.96057006,-0.276,-0.3516,-0.0406,-0.8624,-0.6608,-0.1818,-0.058,0.4034,0.70825,-0.07825,NA,NA,0.105,-0.315
583,HAMPTON (HAMPTON COMPACT)_NH,-70.83427,42.93913,Future_2100_rcp45_cold_percdiff.combo.b,1.006737009,0.735348567,-0.276,-0.3516,-0.0406,-0.8624,-0.6608,-0.1818,-0.058,0.4034,0.70825,-0.07825,NA,NA,0.105,-0.315
584,HAMPTON (HAMPTON COMPACT)_NH,-70.83427,42.93913,Future_2100_rcp45_mean_percdiff.combo.b,-19.74411086,-18.77215793,-0.276,-0.3516,-0.0406,-0.8624,-0.6608,-0.1818,-0.058,0.4034,0.70825,-0.07825,NA,NA,0.105,-0.315
585,HAMPTON (HAMPTON COMPACT)_NH,-70.83427,42.93913,Future_2100_rcp45_warm_percdiff.combo.b,-41.36838925,-39.16503216,-0.276,-0.3516,-0.0406,-0.8624,-0.6608,-0.1818,-0.058,0.4034,0.70825,-0.07825,NA,NA,0.105,-0.315
586,HAMPTON (HAMPTON COMPACT)_NH,-70.83427,42.93913,Future_2100_rcp85_cold_percdiff.combo.b,-23.13941357,-22.31951789,-0.276,-0.3516,-0.0406,-0.8624,-0.6608,-0.1818,-0.058,0.4034,0.70825,-0.07825,NA,NA,0.105,-0.315
587,HAMPTON (HAMPTON COMPACT)_NH,-70.83427,42.93913,Future_2100_rcp85_mean_percdiff.combo.b,-52.98969381,-49.70522033,-0.276,-0.3516,-0.0406,-0.8624,-0.6608,-0.1818,-0.058,0.4034,0.70825,-0.07825,NA,NA,0.105,-0.315
588,HAMPTON (HAMPTON COMPACT)_NH,-70.83427,42.93913,Future_2100_rcp85_warm_percdiff.combo.b,-70.08208124,-63.40161965,-0.276,-0.3516,-0.0406,-0.8624,-0.6608,-0.1818,-0.058,0.4034,0.70825,-0.07825,NA,NA,0.105,-0.315
589,HAMPTON_BAYS_SHINNECOCK_NY,-72.51088,40.88152,Future_2055_rcp45_cold_percdiff.combo.b,-3.01222845,-5.386443372,-0.6252,-0.0538,-0.7054,-0.1148,-0.588,1.6492,-0.0144,1.1674,2.10075,0.03275,NA,NA,0.021,-0.394
590,HAMPTON_BAYS_SHINNECOCK_NY,-72.51088,40.88152,Future_2055_rcp45_mean_percdiff.combo.b,5.161240681,2.440512686,-0.6252,-0.0538,-0.7054,-0.1148,-0.588,1.6492,-0.0144,1.1674,2.10075,0.03275,NA,NA,0.021,-0.394
591,HAMPTON_BAYS_SHINNECOCK_NY,-72.51088,40.88152,Future_2055_rcp45_warm_percdiff.combo.b,11.78465022,16.9285175,-0.6252,-0.0538,-0.7054,-0.1148,-0.588,1.6492,-0.0144,1.1674,2.10075,0.03275,NA,NA,0.021,-0.394
592,HAMPTON_BAYS_SHINNECOCK_NY,-72.51088,40.88152,Future_2055_rcp85_cold_percdiff.combo.b,-6.721644919,-8.002870751,-0.6252,-0.0538,-0.7054,-0.1148,-0.588,1.6492,-0.0144,1.1674,2.10075,0.03275,NA,NA,0.021,-0.394
593,HAMPTON_BAYS_SHINNECOCK_NY,-72.51088,40.88152,Future_2055_rcp85_mean_percdiff.combo.b,7.298976792,7.479829062,-0.6252,-0.0538,-0.7054,-0.1148,-0.588,1.6492,-0.0144,1.1674,2.10075,0.03275,NA,NA,0.021,-0.394
594,HAMPTON_BAYS_SHINNECOCK_NY,-72.51088,40.88152,Future_2055_rcp85_warm_percdiff.combo.b,12.8002081,21.3845086,-0.6252,-0.0538,-0.7054,-0.1148,-0.588,1.6492,-0.0144,1.1674,2.10075,0.03275,NA,NA,0.021,-0.394
595,HAMPTON_BAYS_SHINNECOCK_NY,-72.51088,40.88152,Future_2100_rcp45_cold_percdiff.combo.b,-6.155320325,-8.186709811,-0.6252,-0.0538,-0.7054,-0.1148,-0.588,1.6492,-0.0144,1.1674,2.10075,0.03275,NA,NA,0.021,-0.394
596,HAMPTON_BAYS_SHINNECOCK_NY,-72.51088,40.88152,Future_2100_rcp45_mean_percdiff.combo.b,6.670466992,6.753053318,-0.6252,-0.0538,-0.7054,-0.1148,-0.588,1.6492,-0.0144,1.1674,2.10075,0.03275,NA,NA,0.021,-0.394
597,HAMPTON_BAYS_SHINNECOCK_NY,-72.51088,40.88152,Future_2100_rcp45_warm_percdiff.combo.b,11.51371742,19.33151661,-0.6252,-0.0538,-0.7054,-0.1148,-0.588,1.6492,-0.0144,1.1674,2.10075,0.03275,NA,NA,0.021,-0.394
598,HAMPTON_BAYS_SHINNECOCK_NY,-72.51088,40.88152,Future_2100_rcp85_cold_percdiff.combo.b,6.380180744,3.889612101,-0.6252,-0.0538,-0.7054,-0.1148,-0.588,1.6492,-0.0144,1.1674,2.10075,0.03275,NA,NA,0.021,-0.394
